Date,close,predicted
2015-10-31,26.885181427001957,
2015-11-30,26.72912979125977,
2015-12-31,23.78282165527344,
2016-01-31,21.99334526062012,
2016-02-29,21.96503448486328,
2016-03-31,24.75921440124512,
2016-04-30,21.29488945007324,
2016-05-31,22.82327651977539,
2016-06-30,21.849645614624023,
2016-07-31,23.817481994628903,
2016-08-31,24.38081359863281,
2016-09-30,25.977861404418945,
2016-10-31,26.0904598236084,
2016-11-30,25.526878356933597,
2016-12-31,26.751026153564453,
2017-01-31,28.02829360961914,
2017-02-28,31.777851104736328,
2017-03-31,33.32511520385742,
2017-04-30,33.322792053222656,
2017-05-31,35.58231735229492,
2017-06-30,33.546512603759766,
2017-07-31,34.64360427856445,
2017-08-31,38.3504638671875,
2017-09-30,36.040069580078125,
2017-10-31,39.52903747558594,
2017-11-30,40.330604553222656,
2017-12-31,39.715728759765625,
2018-01-31,39.29329299926758,
2018-02-28,41.97250747680664,
2018-03-31,39.53596878051758,
2018-04-30,38.942161560058594,
2018-05-31,44.20417022705078,
2018-06-30,43.7878532409668,
2018-07-31,45.01317596435547,
2018-08-31,54.03482055664063,
2018-09-30,53.58616638183594,
2018-10-31,51.95299911499024,
2018-11-30,42.53924560546875,
2018-12-31,37.57497787475586,
2019-01-31,39.64738464355469,
2019-02-28,41.42265701293945,
2019-03-31,45.44172286987305,
2019-04-30,48.00627136230469,
2019-05-31,42.043270111083984,
2019-06-30,47.530723571777344,
2019-07-31,51.16181182861328,
2019-08-31,50.31962966918945,
2019-09-30,53.99101257324219,
2019-10-31,59.96699523925781,
2019-11-30,64.61766815185547,
2019-12-31,71.0008544921875,
2020-01-31,74.83563232421875,
2020-02-29,66.25184631347656,
2020-03-31,61.63003158569336,
2020-04-30,71.20573425292969,
2020-05-31,77.26490020751953,
2020-06-30,88.65267944335938,
2020-07-31,103.29206085205078,
2020-08-31,125.6619644165039,
2020-09-30,112.77828979492188,
2020-10-31,106.01024627685548,
2020-11-30,116.13351440429688,
2020-12-31,129.43936157226562,
2021-01-31,128.72723388671875,
2021-02-28,118.4661102294922,
2021-03-31,119.33560943603516,
2021-04-30,128.43112182617188,
2021-05-31,121.9457015991211,
2021-06-30,134.0316619873047,
2021-07-31,142.74136352539062,
2021-08-31,148.80633544921875,
2021-09-30,138.68206787109375,
2021-10-31,146.8167266845703,
2021-11-30,162.24453735351562,
2021-12-31,174.28773498535156,
2022-01-31,171.54925537109375,
2022-02-28,162.27432250976562,
2022-03-31,171.60079956054688,
2022-04-30,154.93309020996094,
2022-05-31,146.4898223876953,
2022-06-30,134.56118774414062,
2022-07-31,159.94393920898438,
2022-08-31,154.95245361328125,
2022-09-30,136.20675659179688,
2022-10-31,151.12835693359375,
2022-11-30,146.1370086669922,
2022-12-31,128.26846313476562,
2023-01-31,142.44483947753906,
2023-02-28,145.7471160888672,
2023-03-31,163.0398406982422,
2023-04-30,167.76588439941406,
2023-05-31,175.492919921875,
2023-06-30,192.0471649169922,190.80469280430754
2023-07-31,194.50259399414065,193.41695948615586
2023-08-31,186.25880432128903,191.6356715152143
2023-09-30,169.74169921875,183.21734513798117
2023-10-31,169.30548095703125,177.33877191544627
2023-11-30,188.56907653808597,183.79013887399572
2023-12-31,191.13034057617188,185.6911088275006
2024-01-31,183.0594482421875,187.00092629621258
2024-02-29,179.66493225097656,186.51678331330243
2024-03-31,170.4505615234375,175.73206115586157
2024-04-30,169.30747985839844,172.78344091758612
2024-05-31,191.3551025390625,187.48928912603657
2024-06-30,209.6395721435547,202.27910332193437
2024-07-31,221.04623413085935,218.22837107001908
2024-08-31,228.19786071777344,228.64399139707473
2024-09-30,232.183837890625,233.39754111499008
2024-10-31,225.11868286132807,229.05993817716802
2024-11-30,236.7588806152344,237.61745673852693
2024-12-31,249.8173828125,244.43639465385257
2025-01-31,235.4320831298828,239.06224618001346
2025-02-28,241.5232696533203,247.814809501097
2025-03-31,221.83909606933597,229.0460684726886
2025-04-30,212.22171020507807,226.2972748750144
